StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Q8,Q9_First Click,Q9_Last Click,Q9_Page Submit,Q9_Click Count,Q14,Q2_1,Q2_2,Q2_3,Q2_4,Q2_5,Q2_6,Q2_7,Q2_8,Q2_9,Q2_10,Q2_11,Q2_12,Q2_13,Q2_14,Q2_15,Q2_16,Q2_17,Q2_18,Q2_19,Q2_20,Q2_21,Q10_First Click,Q10_Last Click,Q10_Page Submit,Q10_Click Count,Q4_1,Q4_2,Q4_3,Q4_4,Q4_5,Q4_6,Q4_7,Q4_8,Q4_9,Q4_10,Q4_11,Q4_12,Q4_13,Q4_14,Q4_15,Q4_16,Q4_17,Q4_18,Q4_19,Q4_20,Q11_First Click,Q11_Last Click,Q11_Page Submit,Q11_Click Count,Q5_1,Q5_2,Q5_3,Q5_4,Q5_5,Q5_6,Q5_7,Q5_8,Q5_9,Q5_10,Q5_11,Q5_12,Q5_13,Q5_14,Q5_15,Q5_16,Q5_17,Q5_18,Q5_19,Q5_20,Q12_First Click,Q12_Last Click,Q12_Page Submit,Q12_Click Count,Q13,random,workerId,assignmentId,hitId
2/28/18 22:27,2/28/18 23:02,0,138.128.244.209,100,2108,1,2/28/18 23:02,R_Cf3ikQAh2GIw3MR,,,,,40.75280762,-73.97250366,anonymous,EN,1,17.998,17.998,22.617,1,33,4,3,4,3,5,4,3,4,4,4,4,4,4,3,5,4,3,2,4,3,1,1985.655,2008.356,2013.32,24,3,4,4,3,3,4,4,1,4,4,5,3,4,4,4,5,3,5,3,4,8.165,25.091,26.328,22,3,4,4,3,4,5,4,4,2,5,2,2,4,3,3,3,4,3,3,2,3.54,19.06,19.771,20,A38HYUTYWWREGH,388466,A38HYUTYWWREGH,3ZAK8W07I4EMKLKNZYOJ0DXBA0RU05,3W1K7D6QSBH14NJDDZFED2CM4CKBZG
2/28/18 23:17,2/28/18 23:19,0,107.201.255.130,100,156,1,2/28/18 23:19,R_3ERKajP3Gaisjbn,,,,,29.83009338,-95.47389984,anonymous,EN,1,4.677,4.677,7.546,1,30,5,5,5,5,5,5,5,5,5,5,5,5,1,5,5,5,5,5,5,5,1,9.825,54.191,55.475,28,5,5,5,5,5,5,5,5,,5,5,5,5,5,5,5,5,5,5,4,13.326,33.269,37.101,21,5,,5,5,5,5,5,5,5,5,5,1,5,5,5,3,5,5,5,5,3.508,37.756,39.421,26,A11WC9ZQ6ZEJ1R,998292,A11WC9ZQ6ZEJ1R,34T446B1C0EQYR3ND73J67B53130CM,30U1YOGZGAWXI8VJW3CCCZ3JKJ3SD8
2/28/18 23:17,2/28/18 23:21,0,174.205.18.222,100,233,1,2/28/18 23:21,R_AGa0brMFhHXaGkx,,,,,39.19500732,-76.66870117,anonymous,EN,1,4.085,7.826,9.446,3,45,5,5,5,5,5,5,5,5,5,4,5,5,3,5,5,5,5,5,5,5,1,3.797,47.645,50.886,24,5,5,5,3,5,5,2,5,5,4,2,4,5,4,5,3,5,1,5,4,6.432,75.642,77.263,25,5,5,4,4,4,3,5,5,5,5,3,1,5,4,5,3,5,5,5,4,4.068,66.52,67.736,24,A3EIVR2LS7CCWB,410777,A3EIVR2LS7CCWB,3LOZAJ85YDDLXZHWJQ3K38PU1HB2XA,30U1YOGZGAWXI8VJW3CCCZ3JKJ3SD8
2/28/18 23:18,2/28/18 23:22,0,98.167.225.203,100,222,1,2/28/18 23:22,R_1Iz3pAooNqg0GE0,,,,,33.248703,-111.6343002,anonymous,EN,1,2.717,2.717,6.16,1,35,3,3,4,4,4,4,4,4,4,3,1,1,1,3,4,4,1,1,5,5,1,3.969,63.038,64.645,47,4,4,4,3,4,5,1,5,3,2,1,4,3,1,5,2,1,1,1,4,4.377,65.188,66.625,48,1,1,1,5,3,3,3,3,4,1,1,1,5,4,4,3,5,5,3,5,4.32,66.855,66.882,57,A34F2ESTZYTWRM,227887,A34F2ESTZYTWRM,3L4D84MILZSOH5FPL7RQZ3NHF2EHJJ,30U1YOGZGAWXI8VJW3CCCZ3JKJ3SD8
2/28/18 23:18,2/28/18 23:22,0,192.210.174.199,100,254,1,2/28/18 23:22,R_2bNsuoGMKG3YvT3,,,,,42.88839722,-78.87609863,anonymous,EN,1,6.618,6.618,8.968,1,30,4,5,4,4,4,4,4,5,5,4,5,5,5,4,5,5,4,5,4,4,1,6.519,77.785,79.012,26,4,5,5,5,5,5,4,4,5,4,4,4,4,5,5,4,4,4,5,4,3.321,72.49,77.994,25,4,4,5,5,5,5,4,5,4,5,4,4,5,4,4,3,5,5,4,4,4.888,51.569,65.919,21,ACH337Q8X1SOI,118806,ACH337Q8X1SOI,3S0TNUHWKTIIL8E487B9JSZ57ZRD8M,30U1YOGZGAWXI8VJW3CCCZ3JKJ3SD8
2/28/18 23:21,2/28/18 23:27,0,75.43.37.49,100,354,1,2/28/18 23:27,R_2ZOodjEKEFNqpO2,,,,,37.28999329,-120.4888,anonymous,EN,1,1.878,3.876,6.628,2,50,4,4,4,4,3,3,3,2,3,4,5,5,4,4,4,4,5,5,1,5,1,8.151,93.225,94.415,28,4,4,2,2,4,3,2,1,4,4,3,3,5,5,4,4,5,1,5,4,5.183,112.846,115.298,31,5,5,5,3,4,4,4,4,4,5,4,1,4,3,3,3,1,1,5,2,3.952,82.663,84.331,26,AO33H4GL9KZX9,711593,AO33H4GL9KZX9,3RSDURM96AM2SKJMH6KNON5S0QVYEE,30U1YOGZGAWXI8VJW3CCCZ3JKJ3SD8
2/28/18 23:24,2/28/18 23:37,0,70.37.196.203,100,785,1,2/28/18 23:37,R_vNY955l3Ld9uqnD,,,,,42.17599487,-98.20349884,anonymous,EN,1,4.296,4.296,6.568,1,35,1,2,4,4,3,1,3,4,4,4,3,4,3,4,4,4,4,1,4,4,1,19.891,89.858,91.417,22,3,3,3,4,2,4,2,5,3,2,1,4,3,4,4,3,2,1,5,4,491.365,601.928,603.832,20,4,5,4,4,4,4,4,4,5,4,3,1,4,4,4,3,4,4,3,3,4.267,52.786,54.051,21,AWAW665TQQP2F,353443,AWAW665TQQP2F,32N49TQG3GIIYD75WQVHL5B7XUVAVM,30U1YOGZGAWXI8VJW3CCCZ3JKJ3SD8
3/1/18 0:53,3/1/18 0:56,0,73.70.61.181,100,154,1,3/1/18 0:56,R_1jjmlGT4oEzajLJ,,,,,38.3433075,-122.7041016,anonymous,EN,1,5.736,8.3,10.044,2,24,4,4,3,3,4,4,2,3,1,4,3,4,3,2,4,3,3,1,4,4,1,7.888,39.791,44.502,28,1,2,3,3,2,2,2,1,4,1,3,2,4,2,3,3,4,2,4,2,10.718,33.293,35.956,24,4,3,3,2,3,4,2,2,1,4,1,2,2,2,,3,3,2,3,2,18.653,40.087,50.921,28,AVNOZPF67EABD,784048,AVNOZPF67EABD,3AZHRG4CU4K2LR74KESID47BXOX03V,3IKDQS3DQE0YJ2M9RVNNORFEQLRCI2
3/1/18 0:54,3/1/18 0:56,0,110.54.228.99,100,141,1,3/1/18 0:56,R_qx36FPLLQqYDHRn,,,,,14.59550476,120.9721069,anonymous,EN,1,2.088,4.727,5.493,6,23,3,5,5,3,3,4,4,4,4,3,4,3,3,4,4,4,4,4,3,4,1,2.525,28.684,29.625,52,5,5,5,4,4,4,5,5,4,4,4,4,3,4,5,4,4,5,4,4,3.927,28.532,29.604,48,4,5,4,4,5,5,4,4,4,4,4,4,4,4,5,3,5,4,5,4,4.178,38.879,40.071,63,A1HNR6OIRFCEHS,737957,A1HNR6OIRFCEHS,32EYX73OY09AKF4MTB7YK9YYJRGURV,3IKDQS3DQE0YJ2M9RVNNORFEQLRCI2
3/1/18 0:54,3/1/18 0:57,0,76.175.146.7,100,160,1,3/1/18 0:57,R_Ti9dc5uRZwRK6rv,,,,,33.95820618,-118.3614044,anonymous,EN,1,2.061,3.307,6.921,2,21,4,4,4,4,,4,4,2,4,3,4,4,4,3,4,3,4,5,4,4,1,9.646,62.606,63.466,25,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,4,4,9.207,34.654,35.698,23,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,1.786,37.024,38.793,24,A1JW11G1QUNMGN,612285,A1JW11G1QUNMGN,3VFJCI1K4ZZRFX3R96IHGUX7AJ1RGS,3IKDQS3DQE0YJ2M9RVNNORFEQLRCI2
3/1/18 0:54,3/1/18 0:58,0,174.223.9.220,100,267,1,3/1/18 0:58,R_1IL6TP7r9OcVsfF,,,,,32.56820679,-85.21080017,anonymous,EN,1,3.449,5.266,7.671,3,30,1,1,1,1,3,4,4,4,3,1,1,1,1,1,1,1,1,1,4,4,1,2.386,65.186,66.246,59,3,3,2,1,2,2,1,5,1,1,1,4,2,5,2,1,1,1,1,4,7.884,99.135,99.78,53,1,1,1,3,3,1,3,1,2,1,1,1,1,1,4,3,5,4,1,5,2.91,61.978,62.864,54,A2BTDUJFLSBN8E,721250,A2BTDUJFLSBN8E,3J2UYBXQQLC1IAUM3GQGK7JV7FZ061,3IKDQS3DQE0YJ2M9RVNNORFEQLRCI2
3/1/18 0:53,3/1/18 1:00,0,74.192.24.231,100,383,1,3/1/18 1:00,R_1Isip39EPBAlUYv,,,,,36.39810181,-97.96620178,anonymous,EN,1,1.58,10.132,10.222,13,26,2,1,2,2,3,2,3,4,4,1,3,3,3,2,2,2,4,3,4,3,1,0.599,106.44,107.529,81,2,1,1,1,4,4,1,1,2,1,1,3,2,3,4,2,1,1,3,4,0.923,95.873,97.091,80,3,3,4,5,2,2,3,3,3,4,4,1,4,2,4,3,2,4,3,1,1.197,135.305,136.512,121,AX1Z6XEQAODQF,301728,AX1Z6XEQAODQF,3ZQIG0FLQEGF5QA8XVR93U8YPD4WVP,3IKDQS3DQE0YJ2M9RVNNORFEQLRCI2
3/1/18 0:54,3/1/18 1:00,0,68.116.152.182,100,393,1,3/1/18 1:00,R_3emZO4kibwj6eVC,,,,,32.85240173,-97.28800201,anonymous,EN,1,27.906,27.906,30.384,1,32,4,4,4,4,4,4,4,4,4,4,4,4,3,3,4,4,4,4,4,4,1,14.386,93.072,94.713,23,3,3,4,3,4,4,3,4,4,4,2,3,4,5,4,3,4,2,5,4,6.772,88.989,91.108,21,5,5,4,4,5,3,4,3,4,5,2,3,4,3,4,3,4,5,4,4,42.942,154.83,156.814,23,A2SKV4XPYZ303H,177424,A2SKV4XPYZ303H,32Z9ZLUT1LK2IG6M1KJV7Z43EWUHO8,3IKDQS3DQE0YJ2M9RVNNORFEQLRCI2
3/1/18 0:56,3/1/18 1:03,0,184.203.76.190,100,412,1,3/1/18 1:03,R_2tEGd5qgOMlLFns,,,,,29.48210144,-98.45559692,anonymous,EN,1,11.063,33.791,37.325,16,52,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,4,5,5,5,5,1,8.147,116.733,118.125,69,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,2.9,62.57,63.34,56,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3,5,5,5,5,4.555,107.968,109.063,57,A2QJZJDCGK0FKR,742945,A2QJZJDCGK0FKR,30JNVC0OR9K53SJ2GXBZW4Z3TXCHQG,3IKDQS3DQE0YJ2M9RVNNORFEQLRCI2
3/1/18 0:54,3/1/18 1:04,0,100.38.158.189,100,611,1,3/1/18 1:04,R_30cxqEgOWQIq7Un,,,,,40.76269531,-73.3227005,anonymous,EN,1,2.715,2.715,4.881,1,41,1,3,3,4,4,2,4,4,3,4,3,2,1,3,3,3,3,3,1,4,1,6.162,101.569,103.033,27,4,3,2,3,3,4,1,1,4,3,5,4,4,1,5,3,3,1,3,4,15.482,153.766,155.614,21,3,4,1,4,3,3,3,3,3,3,5,4,,4,4,3,4,1,4,1,2.424,327.28,329.398,22,A53S7J4JGWG38,289193,A53S7J4JGWG38,340UGXU9DY12DML32VC8L6N14XTUVO,3IKDQS3DQE0YJ2M9RVNNORFEQLRCI2
3/1/18 0:56,3/1/18 1:08,0,207.255.108.29,100,709,1,3/1/18 1:08,R_2OJ5f4FCv7RJYo1,,,,,39.89370728,-79.74919891,anonymous,EN,1,11.346,28.079,30.799,6,53,3,4,5,5,5,1,3,2,2,4,3,3,3,4,5,4,3,3,5,4,1,5.801,204.07,207.724,23,4,3,5,3,4,4,2,3,2,4,1,4,4,4,4,1,2,1,4,4,6.95,240.883,245.322,25,4,4,3,4,2,1,3,1,5,3,4,1,2,1,1,3,4,5,4,2,4.862,199.244,201.823,21,A37P04C2DUCI92,970133,A37P04C2DUCI92,3NAPMVF0ZWFRIKB51DZM99C6ZO372R,3IKDQS3DQE0YJ2M9RVNNORFEQLRCI2
3/1/18 1:56,3/1/18 2:01,0,216.134.241.163,100,267,1,3/1/18 2:01,R_1MlPNUKCUmh0ZFL,,,,,35.87319946,-92.07170105,anonymous,EN,1,3.93,3.93,7.142,1,52,5,3,5,5,5,5,5,5,5,4,5,5,1,3,3,5,5,5,5,5,1,3.036,71.87,73.247,24,5,5,5,5,4,,4,5,5,3,1,4,5,5,5,1,5,1,5,5,4.594,57.998,60.024,20,5,5,5,5,5,3,3,3,4,5,4,1,4,3,5,3,5,5,5,4,16.422,100.908,101.971,25,A1NLW5ZS2WQR35,924332,A1NLW5ZS2WQR35,3WI0P0II61SO3DT07GH9A9UAXRPRDM,3FVBZG9CLJEETFG99XCITECYHJFH0L
3/1/18 1:56,3/1/18 2:02,0,24.22.191.244,100,328,1,3/1/18 2:02,R_2aqSzz5NEcDk7n3,,,,,47.84350586,-122.1957016,anonymous,EN,1,38.505,45.722,50.709,3,35,1,1,2,4,1,1,2,4,4,1,1,1,1,2,1,1,1,1,1,4,1,6.709,63.331,64.663,24,4,2,1,4,1,1,1,4,1,1,1,2,1,1,2,1,1,1,1,4,2.77,69.684,72.593,24,1,1,1,2,2,1,3,2,1,1,2,1,2,2,4,3,1,1,1,2,1.179,107.535,110.784,24,A3E3555PD4DMNL,582418,A3E3555PD4DMNL,30BXRYBRP4XANPFOS6A5OTHPHYXWH3,3FVBZG9CLJEETFG99XCITECYHJFH0L
3/1/18 1:57,3/1/18 2:03,0,47.36.92.54,100,395,1,3/1/18 2:03,R_26hSsWTOniniFIf,,,,,39.52670288,-119.8128967,anonymous,EN,1,21.355,33.954,44.184,2,29,5,4,3,2,4,4,4,4,4,2,4,3,1,2,2,2,3,2,5,5,5,4.859,120.173,122.151,24,4,3,4,1,4,4,1,4,4,3,1,5,3,3,4,1,1,1,3,4,7.674,90.326,91.682,29,1,1,1,4,1,2,1,4,4,1,5,1,4,1,4,3,5,3,4,1,4.01,104.048,105.929,27,A3IZHW3TSNTDVQ,585830,A3IZHW3TSNTDVQ,35K3O9HUABDWST2RCGSZZ2YCUFFEF7,3FVBZG9CLJEETFG99XCITECYHJFH0L
3/1/18 2:00,3/1/18 2:05,0,23.95.246.5,100,264,1,3/1/18 2:05,R_22Xrfttv6VxnxIl,,,,,42.88839722,-78.87609863,anonymous,EN,1,6.013,6.013,13.979,1,30,5,5,4,4,4,4,5,4,5,4,4,5,5,4,5,4,4,5,5,4,1,3.971,75.598,80.275,21,4,4,5,5,5,4,5,5,5,4,4,4,5,4,4,4,5,5,5,4,4.861,53.83,62.905,22,5,4,4,5,5,4,5,4,5,5,5,5,4,4,4,3,4,5,5,4,6.292,62.981,70.462,23,A1BTZRP5VVYGCC,420169,A1BTZRP5VVYGCC,3U84XHCDICDK58WYOMATT823TVFZ4A,3FVBZG9CLJEETFG99XCITECYHJFH0L
3/1/18 1:57,3/1/18 2:07,0,174.26.108.139,100,626,1,3/1/18 2:07,R_2dpf4fgG7jKeqGd,,,,,33.36729431,-111.9356995,anonymous,EN,1,7.644,54.9,55.006,11,70,1,3,4,4,3,4,3,4,4,1,5,5,1,3,4,4,5,5,5,2,1,6.297,229.708,229.771,80,4,1,3,1,5,5,2,5,4,4,1,1,5,5,3,1,5,1,5,4,2.654,159.636,160.555,63,5,5,5,5,5,3,5,4,5,5,1,1,5,5,3,3,5,5,5,5,3.311,117.981,119.215,51,A3BZS2X96LHJRN,868882,A3BZS2X96LHJRN,34YB12FSQYO0IHQZ4YM0UV3X4W6MG3,3FVBZG9CLJEETFG99XCITECYHJFH0L
3/1/18 2:14,3/1/18 2:18,0,98.4.47.5,100,241,1,3/1/18 2:18,R_BLqj9TpwP9JEkRb,,,,,42.90570068,-78.62640381,anonymous,EN,1,2.122,2.122,7.219,1,34,4,4,4,4,4,4,4,4,4,4,4,1,1,4,4,4,1,1,4,4,1,3.951,68.4,69.437,22,4,4,4,4,4,4,4,1,4,4,1,4,1,4,4,4,1,1,1,4,2.929,71.279,72.57,26,1,1,1,4,4,4,4,4,4,1,1,1,4,4,4,3,1,1,4,4,3.053,71.141,74.229,22,A240OTT1T85UGT,940499,A240OTT1T85UGT,3IX2EGZR7BJ16ZTSHC3KD7PN2BMJRS,3FVBZG9CLJEETFG99XCITECYHJFH0L
3/1/18 2:16,3/1/18 2:19,0,76.10.0.211,100,177,1,3/1/18 2:19,R_31L4YwGvQhoqHNW,,,,,40.11250305,-88.24259949,anonymous,EN,1,3.536,3.536,5.902,1,23,3,4,4,5,4,4,4,5,4,3,4,4,3,3,4,5,4,4,4,4,1,2.635,45.645,49.708,44,4,3,4,3,4,3,1,4,3,3,2,4,3,3,4,2,3,1,,4,12.628,50.611,52.089,22,2,3,2,4,2,4,4,3,4,4,5,2,,3,4,3,4,4,3,2,3.084,51.453,53.05,46,A2TG9XDV811HOO,613559,A2TG9XDV811HOO,3T3IWE1XG6NV81AXGRSOAN2R4RCQT4,3FVBZG9CLJEETFG99XCITECYHJFH0L
3/1/18 2:24,3/1/18 2:31,0,23.226.165.8,100,403,1,3/1/18 2:31,R_2RQFy9JxMfUV4Ku,,,,,37.4382019,-84.0510025,anonymous,EN,1,9.856,15.654,16.616,4,47,2,4,4,5,4,3,3,4,4,3,5,5,1,2,2,4,5,5,3,4,1,5.981,99.238,101.554,32,4,4,5,4,3,4,4,1,2,1,1,4,5,4,4,1,5,1,5,4,15.284,145.758,147.495,29,5,5,5,4,4,4,4,3,4,5,4,1,2,1,3,3,1,1,5,4,3.489,108.446,109.933,28,A1IK5L733Q9JV,639435,A1IK5L733Q9JV,39ZSFO5CA8WTMRL9L6YPIIC79ARUJ8,3FVBZG9CLJEETFG99XCITECYHJFH0L
3/1/18 3:01,3/1/18 3:03,0,167.160.123.19,100,127,1,3/1/18 3:03,R_vVN4P1h0SuJAfUB,,,,,32.29119873,-90.18440247,anonymous,EN,1,2.614,2.63,5.597,2,33,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,10.6,22.584,24.087,24,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,10.853,49.18,50.531,21,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,2,2,2,2,1.941,16.877,18.555,21,A3OC0ZHZBEPEA3,211299,A3OC0ZHZBEPEA3,3TXMY6UCAEOEMK8MU5XYLD2NG5DQCM,3ICOHX7ENCB295P7JW4C8BFLP3O0EP
3/1/18 3:01,3/1/18 3:06,0,24.20.4.171,100,291,1,3/1/18 3:06,R_3HLW9dLQPtpRQbo,,,,,44.04859924,-123.219696,anonymous,EN,1,8.36,9.725,11.788,2,43,4,4,5,4,5,5,5,5,5,5,4,1,1,3,5,5,1,3,5,5,1,4.6,85.648,86.589,23,5,4,4,2,4,4,1,4,4,4,1,4,1,5,4,1,1,1,1,4,4.855,85.58,87.457,22,1,1,3,5,5,1,1,2,5,1,1,1,3,1,4,3,3,3,1,5,4.003,78.432,80.589,23,A39FJ7RWX4B9JZ,422941,A39FJ7RWX4B9JZ,33M4IA01QG121JYHYGIL4GX2D93XRW,3ICOHX7ENCB295P7JW4C8BFLP3O0EP
3/1/18 3:03,3/1/18 3:06,0,69.161.199.67,100,197,1,3/1/18 3:06,R_2v6UjxdR9Fy6DHt,,,,,41.84710693,-87.62480164,anonymous,EN,1,3.074,3.074,5.762,1,A1UA911OAE2KFJ,4,4,4,4,4,4,2,3,5,4,2,3,3,4,4,4,4,4,3,3,1,7.543,23.567,30.491,22,3,4,3,4,4,4,4,4,3,3,4,3,4,4,5,3,4,3,5,4,13.755,33.755,38.726,21,4,4,3,4,4,4,3,4,3,3,4,4,4,3,3,3,4,4,3,4,19.083,41.241,59.614,24,A1UA911OAE2KFJ,269760,A1UA911OAE2KFJ,3VHHR074H3HXJ6XDBJHRO5BF5O07LM,3ICOHX7ENCB295P7JW4C8BFLP3O0EP
3/1/18 3:04,3/1/18 3:10,0,206.225.134.85,100,327,1,3/1/18 3:10,R_1C3mIFR8NUsc5MR,,,,,34.05299377,-118.2641983,anonymous,EN,1,11.035,11.035,12.686,1,28,4,5,4,4,4,4,4,4,4,4,4,4,1,4,4,4,5,4,4,4,1,4.591,31.15,44.48,23,4,4,4,5,5,4,2,5,4,4,4,4,4,4,4,4,4,2,5,4,112.904,153.039,154.837,27,2,5,2,3,3,4,2,3,4,2,5,2,4,2,4,3,5,5,5,1,12.031,65.959,68.003,29,A3HIO96PK1JA03,194747,A3HIO96PK1JA03,3XC1O3LBOSMKH4UKOMKST13XULQTLJ,3ICOHX7ENCB295P7JW4C8BFLP3O0EP
3/1/18 3:02,3/1/18 3:16,0,172.119.145.73,100,815,1,3/1/18 3:16,R_2zCRRDIENYfoqbA,,,,,34.32099915,-118.3829956,anonymous,EN,1,50.034,50.034,69.328,1,28,3,3,3,3,3,3,4,3,3,3,3,2,2,3,4,3,2,2,4,3,1,17.274,126.674,129.271,72,3,3,3,3,2,4,1,1,3,3,1,4,3,5,4,2,3,1,1,4,9.16,229.463,230.65,23,2,2,2,2,3,3,3,3,3,1,3,1,3,3,3,3,3,3,3,4,279.28,350.76,353.386,20,A17KN7NAP48L4B,986585,A17KN7NAP48L4B,3KWTYT08703IW2JUNQ2UQLXJEI55L5,3ICOHX7ENCB295P7JW4C8BFLP3O0EP
3/1/18 3:09,3/1/18 3:18,0,208.107.137.73,100,547,1,3/1/18 3:18,R_2uxlaKrP419XpkB,,,,,46.81590271,-100.7061005,anonymous,EN,1,10.787,20.129,21.923,3,18,3,4,5,5,5,3,4,4,4,3,4,5,3,4,5,5,5,5,5,4,1,6.165,143.216,144.11,25,3,4,5,4,5,5,3,1,3,4,1,4,4,5,5,3,3,1,5,4,8.833,173.982,175.819,29,5,5,3,4,2,4,3,3,5,3,2,1,3,3,4,3,4,3,4,4,6.194,180.214,181.673,24,AG430TVZD4313,601048,AG430TVZD4313,34S9DKFK73P6MQWZA5N6EAZ1EI8YNF,3ICOHX7ENCB295P7JW4C8BFLP3O0EP
3/1/18 3:26,3/1/18 3:30,0,104.228.228.104,100,250,1,3/1/18 3:30,R_33DeJHlAoGEPjVX,,,,,44.03540039,-71.13480377,anonymous,EN,1,1.229,4.293,4.387,5,46,5,5,3,4,4,5,5,5,4,4,4,5,5,3,3,3,5,5,5,5,1,3.291,58.431,59.254,51,4,4,5,3,4,4,3,4,4,5,2,3,4,3,4,4,2,1,5,4,3.544,80.781,80.855,56,5,5,2,3,3,5,3,3,3,5,2,5,4,4,5,3,5,5,5,4,2.754,66.225,67.035,54,Amsd0jv1w7v9f,603037,AMSD0JV1W7V9F,32KTQ2V7RDFL373RQSGQ2EHA0JEM9F,3ICOHX7ENCB295P7JW4C8BFLP3O0EP
3/1/18 3:40,3/1/18 3:42,0,174.101.124.142,100,113,1,3/1/18 3:42,R_1H8qufpJ9pL783l,,,,,39.33349609,-83.01679993,anonymous,EN,1,1.942,1.942,4.404,1,28,1,2,4,3,4,2,2,2,2,2,2,2,2,4,4,2,2,1,3,2,1,1.41,35.595,37.982,28,2,2,2,3,2,2,3,2,3,2,2,2,3,2,3,2,1,2,2,4,2.588,26.356,28.751,23,2,1,2,2,2,2,2,2,2,2,2,1,2,2,2,3,2,2,2,4,3,25.896,26.948,27,ASAAL9165IX44,954222,ASAAL9165IX44,3M1CVSFP605QT5BOAR17FICZG2SQAK,3ICOHX7ENCB295P7JW4C8BFLP3O0EP
3/1/18 3:42,3/1/18 3:45,0,66.229.17.134,100,146,1,3/1/18 3:45,R_1jP2S9iEBlWjqcK,,,,,25.98249817,-80.34339905,anonymous,EN,1,1.768,1.768,6.553,1,39,5,5,4,5,3,5,5,5,5,4,5,5,4,4,4,5,5,5,5,5,1,3.735,38.625,40.497,29,4,3,3,4,5,5,1,5,5,4,5,3,5,5,5,4,5,3,5,4,2.398,32.611,33.72,26,5,5,1,5,1,5,5,4,5,5,5,3,4,3,4,3,5,5,5,1,2.348,39.494,41.019,32,A2HC9549CZAKNN,967373,A2HC9549CZAKNN,351SEKWQS0HX6XG828LSOA00R4TMDW,3ICOHX7ENCB295P7JW4C8BFLP3O0EP
3/1/18 3:49,3/1/18 3:55,0,73.253.138.57,100,333,1,3/1/18 3:55,R_1qVv7vKXiIUznEO,,,,,41.86480713,-72.68190002,anonymous,EN,1,9.1,9.1,13.57,1,65,4,4,4,4,5,4,5,4,4,1,1,1,1,3,3,4,1,1,4,4,1,20.802,114.008,115.402,21,4,5,5,4,3,5,5,1,1,1,1,5,1,5,1,1,1,1,1,4,4.021,92.918,95.398,21,1,1,1,1,5,1,3,1,3,1,1,1,1,3,4,3,1,1,1,5,6.581,84.465,86.196,22,A39ZJ6GDHFZRJW,207199,A39ZJ6GDHFZRJW,3NC5L260MOMI4KFG6UVV4ESQYHOOFO,3ICOHX7ENCB295P7JW4C8BFLP3O0EP
3/1/18 4:03,3/1/18 4:08,0,184.90.247.11,100,263,1,3/1/18 4:08,R_1DYnIMyyrhAYojA,,,,,28.52250671,-81.48349762,anonymous,EN,1,27.088,39.347,40.59,12,28,5,4,4,5,5,4,3,4,4,2,4,5,1,1,2,3,5,4,4,5,1,3.894,57.766,58.857,72,4,4,5,3,4,4,1,5,3,2,1,4,4,5,4,2,1,1,5,4,9.145,67.167,68.429,62,4,4,2,4,2,1,2,2,3,5,4,1,4,1,5,3,4,5,2,2,2.722,63.589,64.713,74,A36JTIZPOO2HO5,830530,A36JTIZPOO2HO5,3B1NLC6UGZW63KNCWEESBZXS91LPG6,3ZVPAMTJWN3OTD5XJ4DFSA1KB93RGW
3/1/18 4:04,3/1/18 4:08,0,73.236.78.47,100,235,1,3/1/18 4:08,R_WdKaEYN2QMePjQR,,,,,40.42349243,-79.75879669,anonymous,EN,1,9.164,9.164,11.268,1,32,1,4,4,4,5,4,1,4,1,4,1,1,1,4,1,4,1,1,5,4,1,6.371,58.257,59.885,22,4,1,4,4,1,2,2,1,2,2,1,4,1,4,4,4,1,1,1,4,19.605,71.384,72.103,21,2,1,1,1,4,2,1,4,4,1,1,1,1,5,2,3,1,1,4,5,10.69,74.188,74.68,21,A21LYHAOO5P2CC,583010,A21LYHAOO5P2CC,3L4PIM1GQTGR1OOR3C4NNU4BFFZRYY,3ZVPAMTJWN3OTD5XJ4DFSA1KB93RGW
3/1/18 4:04,3/1/18 4:08,0,187.79.219.3,100,277,1,3/1/18 4:08,R_1LTnNeTLunCQzpf,,,,,-5.533294678,-41.8999939,anonymous,EN,1,2.894,8.412,9.135,7,41,4,4,4,4,5,4,5,4,4,3,4,5,,4,5,5,5,4,4,4,1,4.821,69.69,71.303,55,5,5,5,4,5,5,3,4,5,5,1,5,5,4,5,5,5,1,5,4,3.646,68.497,69.721,55,5,5,3,4,4,3,5,4,4,5,2,1,5,4,5,3,4,4,5,1,1.343,76.076,77.047,70,A26UJELT0E2A4E ,928567,A26UJELT0E2A4E,3QFUFYSY9YFE0R5YNAGMQGMLHQPF46,3ZVPAMTJWN3OTD5XJ4DFSA1KB93RGW
